Станция,Номер линии,Линия,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
Ольховая,8,СОКОЛЬНИЧЕСКАЯ,5592,9997,2363,12102,3682,3385,13054,4110,7316,1870,4341,12379,4936,11046,9446,4624,4072,13812,4954,11613,9513,8969,1609,6147,10595,16399,19902,13266,17611,3536,19253,8539,13880,8983,16871,6493,18582,4099,17012,7951,8861,12759,12017,14322,7872,1022,5460,18400,18075,10583,5997,14582,18375,11564,13691,6563,17351,19132,17729,3875,9006,13714,13168,9126,14323,18308,3615,11497,2005,9781,1913,13867,4556,16034,12432,16160,12157,8921,11782,15674,9004,1500,16473,5962,17271,14893,4103,13340,12918,18599,14250,6789.124768483999
Коммунарка,8,СОКОЛЬНИЧЕСКАЯ,13945,7534,15789,11462,4891,7818,4699,9463,13761,19523,7216,18573,6588,16045,9831,14945,7958,7176,7320,16457,14111,7699,18952,2177,8079,19736,16809,18899,6402,19654,15760,4150,8880,16282,3086,6870,14424,7992,19826,3641,13266,6955,15913,1688,10585,1700,3910,16540,8336,16165,17039,16412,10056,16416,11828,3873,15824,8242,12246,16415,19846,16082,19753,14897,10715,18927,11997,16849,7227,19619,6878,3374,14233,4207,16862,4746,10166,11379,12083,19535,4297,5786,11848,8225,1683,15087,19867,13895,12475,17633,3946,16090.19845736866
Косино,1779,НЕКРАСОВСКАЯ,10103,16212,2768,18361,8115,15655,1999,17335,12787,14910,13893,16026,11716,9014,15440,10197,19225,12831,7554,3486,1393,10827,4605,1547,2960,15251,13317,9292,14742,18421,1625,14053,6003,2945,7630,1712,19267,15369,11907,14570,10934,16553,12036,17401,8793,1545,19494,14743,2532,5649,3259,6677,5480,2798,1450,13164,13287,13936,19689,7770,14567,19720,15319,8638,4032,11664,17880,9796,16309,7374,8230,9600,3756,6007,13797,4630,4848,14030,7604,10130,1249,18974,7443,15804,9754,7161,11017,1784,9025,17330,8818,14469.656835961967
Улица Дмитриевского,1779,НЕКРАСОВСКАЯ,3726,7186,17743,3309,8666,7133,9025,15428,18182,6617,6776,5146,17983,18429,6269,14904,14822,1125,10338,2139,9984,2450,1164,10391,18414,19852,15042,11537,2905,10864,18311,17644,7406,17718,15969,18309,7559,5721,8762,4155,2881,3324,4593,9953,19967,1231,17998,17296,2498,15305,17116,16526,17775,7352,14717,9228,6459,5174,2232,10567,4310,17040,11391,19157,17629,17230,17710,9738,1308,6529,3936,5976,9401,14317,16657,10372,9805,7745,6912,8758,4602,17110,16963,11086,13828,6625,6271,15982,12132,17365,5505,3944.397876993705
Лухмановская,1779,НЕКРАСОВСКАЯ,12247,10217,7166,7969,15232,10430,13162,8235,11260,11436,18885,19750,1789,16516,10308,9999,11665,9592,1226,11429,9631,8526,10616,18525,18443,3920,12201,18323,1059,17031,15859,13791,2405,5890,18578,4509,4811,6941,2396,11782,3929,4171,18909,13216,13920,2449,3800,13087,5847,17129,11682,13521,1136,7853,19603,8911,18179,8023,11639,5034,10068,1865,3864,16177,1487,12710,11217,3384,11858,18129,5825,6840,10633,2312,2241,4094,15837,18260,2943,8764,19802,13037,3573,1632,10198,7795,15200,12047,19049,3088,7055,17728.519090276477
Некрасовка,1779,НЕКРАСОВСКАЯ,3209,12696,14144,17302,15120,13017,12015,10695,17217,14898,9925,3357,13807,4820,14188,19856,7742,17203,7760,2220,1555,6580,13341,19550,14066,6676,18923,18728,3144,17385,2480,1620,18168,19069,2543,2629,19302,7050,11023,5415,18717,14387,1051,16979,6179,5264,11917,17400,13832,1031,9611,17857,3799,18504,14330,13850,18418,5954,19018,17258,6696,5064,9671,7327,12428,18403,5041,19413,18884,11398,10200,9304,13071,17989,13714,11473,6501,11983,3068,4707,1547,17644,18201,1359,5732,3598,3559,15052,7483,13460,2954,2111.642375868136
Юго-Восточная,1779,НЕКРАСОВСКАЯ,14061,8754,13893,17691,15857,14326,7755,9206,1828,4551,15686,1545,12105,10736,12228,16572,18788,10183,9016,5271,17099,14332,15642,2019,17645,4222,3283,9871,8749,1153,6967,6655,9008,10075,2919,17350,11557,6110,9446,19428,2531,1129,11060,3069,19771,9887,8746,7975,11401,14800,4599,6808,2017,2347,1258,11487,19526,5327,7817,13097,9778,3442,2568,6909,19939,15517,4755,5419,11217,7251,13982,15889,6986,8762,1924,12387,17351,3550,13034,3004,15362,9438,1383,10604,9539,9524,19171,1971,4686,1674,9765,5978.888039158152
Окская,1779,НЕКРАСОВСКАЯ,15309,4816,3375,1062,18309,12410,10413,8337,8168,6580,16607,12444,18180,7791,18178,8110,10714,16584,15004,16260,11751,7043,19327,15277,7298,3554,5071,7825,19407,15656,14372,8793,1329,5794,15721,16199,4748,3811,8227,9120,15611,11666,16671,2361,18043,11471,2633,11619,14137,14502,3327,19863,4113,13907,5782,17699,5878,19715,19229,12444,7749,8397,11687,4460,8625,15551,17634,16965,4170,9715,7196,7434,10345,1676,19106,18306,15201,1500,13169,3853,11430,12769,10619,4228,18724,8369,4735,3074,1820,16794,13400,7182.027958258196
Стахановская,1779,НЕКРАСОВСКАЯ,18668,10773,13063,10932,6113,16343,19023,8723,5639,5215,5029,1568,12789,1675,14246,12606,6357,17671,1742,11840,1508,9912,2111,17401,16925,19485,7239,9477,3049,17949,5052,4341,6551,1255,15082,11214,18897,16276,5783,3659,15541,10220,4610,13090,3812,16421,17945,2624,4495,2314,11455,11965,6718,14395,11243,13447,13784,11050,18049,15457,11720,1295,4414,6606,11006,11694,6931,18016,7032,13813,12666,16920,9918,4649,10843,5167,10063,9313,14394,15732,4665,7625,11487,18198,14248,9297,17434,16649,13579,12471,18598,6723.255287924414
Нижегородская,1779,НЕКРАСОВСКАЯ,19477,12002,4202,18498,7095,18654,15480,11767,17188,17947,17074,11645,5999,18855,15946,4579,17689,3759,4525,11311,7078,3338,7837,9882,4303,8596,15051,2706,16437,17276,2868,13907,18187,2921,11740,4023,6154,4555,11199,6159,18947,16334,18026,2660,1079,14213,12079,9672,12605,10318,9305,19275,11162,9568,2417,3940,2144,16201,12128,4429,7514,12105,16502,12366,7011,3397,1135,1066,19712,17315,6365,15900,9783,8578,1397,4420,7879,10707,19272,1151,8269,16613,5031,9149,18366,4326,5590,17308,9557,19813,4503,7308.622296794311
Авиамоторная,1749,БКЛ,10896,8156,11031,13331,4735,9163,16013,2156,15113,6845,11487,14883,12753,1442,10534,5509,16140,14674,6668,8699,13259,9065,7395,4236,10351,15546,19767,18289,8865,8466,13767,3639,11231,11867,18671,18158,5616,7877,8354,9316,17450,2734,2091,1000,16003,8752,11588,5769,11191,13975,7417,13752,4843,19336,16149,3234,6152,6292,1732,15811,3381,18253,18935,12403,8073,8081,13381,18660,18056,12456,10318,4344,9337,14765,17220,8945,11259,16174,16175,11577,18104,11546,7778,13549,3923,18798,9548,9655,15965,10799,14694,7415.751446372638
Лефортово,1749,БКЛ,3249,15507,9158,17308,5829,12740,16117,16654,14932,17243,13473,2008,14260,16460,14434,1873,14424,7244,11862,12281,10454,9455,14347,5907,14861,17755,15005,9903,2679,8212,4630,7386,3088,8451,10733,9167,6024,9212,10335,8383,12034,6432,3563,8222,17837,19724,1150,5570,11952,1440,17665,2572,17818,14557,14865,7190,13295,12694,7507,7216,4840,12830,7151,2560,12749,10469,14435,4123,3726,11660,9320,11271,1648,4277,19649,5232,11840,4692,4773,14732,6450,12464,3317,5133,2360,10686,15464,15824,14408,14085,13689,7469.060799027291
Авиамоторная,1779,НЕКРАСОВСКАЯ,19469,6080,16375,9812,2909,16973,15080,12490,18264,11173,1152,17585,18853,8021,19437,18432,10394,9054,19210,5107,16821,10400,4675,16273,7012,12805,3085,6533,18267,17723,10782,19392,1753,11947,5557,17476,18517,4633,7136,3121,14180,13695,14018,4358,2857,2742,18693,10386,14873,1944,16245,16785,8959,11078,13909,16571,5796,18625,6410,16394,7041,3832,17202,15147,18522,19248,6756,13199,5153,10568,11507,7575,6599,7754,16798,4234,18302,12833,16819,8421,2255,6419,10043,1997,1237,11416,12598,1050,16536,10575,14669,9786.484624540273
Лефортово,1779,НЕКРАСОВСКАЯ,17458,1353,19549,12116,3537,2589,13124,6577,5348,14236,15625,6248,6820,11298,1281,5544,9893,14790,10987,7873,8737,11591,14454,17025,15011,11025,4493,9326,14517,7591,16944,16698,13249,7642,8375,7740,13400,17217,12521,1380,7854,19612,4300,12012,15706,17749,19395,18468,1347,4839,7078,4576,3732,18233,10986,9101,15087,8097,19682,16563,14981,14207,9111,14790,13234,8213,7970,4209,12319,17852,6199,17136,9466,6447,2079,6930,19432,2825,14904,5265,18229,7833,12478,3021,14380,1733,4029,7381,18208,15365,14483,9614.504357079291
Электрозаводская,1749,БКЛ,4036,4343,17258,13939,6849,10072,2915,9903,7224,13644,8857,16195,7995,5808,1558,12714,8781,10488,16976,18581,1022,13791,10953,3113,6156,7862,18317,10982,11218,16799,9869,11107,8668,14869,1885,3171,13561,13891,12043,1631,17524,3755,17745,7424,7698,15943,11372,14289,9766,2926,12416,7731,9993,17136,8677,2328,10828,6837,9510,8812,10771,14095,8996,3324,14917,11392,7333,6319,1455,4076,19238,6246,17615,9245,6619,14670,7153,9680,6842,17781,4238,7843,10614,18644,6544,12297,14118,12441,12672,12275,17090,11801.959241267656
Народное Ополчение,1749,БКЛ,19088,4981,4369,19093,12197,8740,10895,17021,12433,15432,8907,15746,19863,15750,6875,12926,16543,14483,6170,15660,19853,2110,4093,15781,15924,14264,7204,5428,16216,7918,3385,5206,17844,7557,14492,16061,2435,19576,7207,15601,14758,3981,2051,2118,19304,4701,12856,15410,16415,19979,17100,18395,9042,13262,11313,3414,1923,1149,2746,5500,16409,14802,4515,4641,9883,7664,5215,11554,16764,10872,14261,14794,16778,14777,5986,5943,5365,13544,9991,12496,18659,4386,6779,15730,8166,2899,2635,6312,10540,17462,19752,12986.058213160624
Мнёвники,1749,БКЛ,9177,13420,5462,2842,11720,4592,4904,5538,18700,17432,19688,18335,4511,8156,17819,17753,17857,5060,12237,19715,15298,16705,18529,14685,13203,18200,1266,3436,5124,18852,7994,19620,5084,8114,8316,3269,3014,7379,17988,9151,10200,5125,16219,17437,10172,3979,14526,7357,9214,16293,19910,19546,13279,1010,19968,11130,7850,10701,1085,8609,9709,17071,1374,3743,19132,11420,14997,18550,2703,10471,9883,12943,11287,15337,14753,15149,12133,5852,4324,18611,14856,5725,16841,19629,1779,19589,15828,11111,13451,9446,8634,11140.74818611793
Электрозаводская,1779,НЕКРАСОВСКАЯ,2608,17081,6437,19022,1370,16806,12098,13392,15516,14721,16663,5278,10280,11115,5520,18661,12096,10182,17907,10377,7405,3153,1085,9724,4848,9971,12933,6055,19650,16103,1432,2862,8263,4230,18892,13220,2556,16681,10432,14167,12100,7448,1956,18841,18200,9326,10194,14218,19920,16497,9485,14762,14142,11572,1354,18665,18839,13537,3123,17142,15604,10872,15984,15210,14804,12929,10092,4497,19351,10759,4746,1507,18771,15394,15052,9492,4498,6600,4612,19013,1507,17883,15859,2550,11739,2932,2919,3554,15283,17218,19498,8584.707383884415
Каховская,1749,БКЛ,1018,6662,11504,7260,8618,13401,10576,19558,5226,1989,4735,9287,10873,4721,3566,10033,14360,1558,14732,16269,13653,5007,13402,5016,1042,15699,9894,19594,2878,13654,4856,18383,1795,14991,8103,15427,8891,9621,9584,2052,9076,7967,5854,1177,13071,9097,3879,8699,9115,10797,2235,9341,2529,8856,1992,7500,19544,3502,6947,5542,4684,8037,7879,14940,17765,5429,4258,10131,5302,2414,18828,13289,11796,12338,9887,19452,19870,5766,14680,3911,15901,6807,18061,18930,5550,14406,18522,6811,3600,1296,3120,15721.714618746482
Зюзино,1749,БКЛ,2801,6333,2452,6319,18717,17643,7755,13557,16600,17615,19644,1594,1595,5956,13468,13424,12873,7141,3548,9894,12322,3385,8521,5513,12403,11381,13674,17940,1288,4188,4463,15205,12364,19649,5251,1466,7703,13572,5019,19744,12115,8301,9295,3643,17966,3257,6656,4669,10903,10012,9587,13102,17972,15496,15669,17009,10033,18509,12198,16062,19722,14183,5782,8738,18476,16756,8940,4308,11979,17376,19339,2935,9809,10930,8270,18012,14264,7630,5804,19667,16331,9524,6745,15274,15490,14322,3099,2990,18643,19330,7205,6140.925914474336
Воронцовская,1749,БКЛ,18208,9399,6391,6112,9276,14420,6631,1739,19435,11605,10453,4860,13227,10185,13693,11261,12533,14784,10487,17593,7301,10249,4973,2642,6785,11134,8126,14632,11406,3307,14440,16068,6389,17075,14579,9812,18544,17017,16172,4511,7767,15019,13481,11927,19400,6201,18310,4646,17169,7923,19628,18226,19240,17091,5299,10542,2790,12307,2042,13361,6352,11595,4969,2310,12352,16055,18023,11657,5265,11388,9145,2117,7493,13810,12376,2975,3410,9344,13204,15463,10028,10926,10516,12316,13188,3806,9704,15822,6971,8654,3794,16214.943926215306
Новаторская,1749,БКЛ,12174,5546,15434,16795,6157,11995,1394,19606,2600,12137,17503,12792,18754,11658,11665,14547,16868,14239,4726,5705,7186,5214,2671,18144,12902,17267,8289,17384,6594,3395,5161,3950,1166,17793,14265,3383,10395,3934,7356,3713,12897,12164,11381,11560,9581,15647,16654,14860,4188,15158,12166,19796,12685,11375,5856,8501,4931,9566,14275,3073,9358,12404,14157,1594,7867,14768,17904,8425,12941,2941,11573,19644,16490,12425,11288,3177,1245,7324,18727,19611,5999,12164,16203,16006,10746,7141,10598,4056,7388,19029,7350,4001.3197109630755
Проспект Вернадского,1749,БКЛ,2938,13191,9002,10531,6339,9789,7590,1918,11434,11192,2358,16673,13344,6486,2754,15279,18425,5601,11241,13238,9972,7731,16595,17575,12081,10634,5860,14688,6642,7789,15647,15318,14345,12884,15780,2731,17369,15979,13049,7744,15432,10073,15203,1996,9339,8336,5554,9443,18433,7507,10819,4804,2233,3157,8811,12955,10835,4567,7869,17369,19586,12302,17978,18239,8203,17077,18355,9728,4005,10694,4553,9432,18493,6771,2792,9692,5080,3436,10197,11729,14509,11320,7531,3474,3177,11488,17651,9055,2822,5523,2208,10622.43078097014
Мичуринский проспект,1749,БКЛ,15872,16796,18205,12304,9305,1149,10228,7380,2676,8963,7932,13155,13395,2587,18745,19325,11488,6293,12691,2427,9147,17320,6907,17512,6620,19865,17795,5184,6261,14651,5953,15551,8243,18532,13797,11823,9004,6588,5974,3543,2363,3111,18403,8930,7122,19199,14656,3190,9546,15865,8420,8592,11955,12396,3318,6519,15487,19092,7804,18610,4626,11214,11791,17703,8996,13881,15023,10958,15243,5778,1583,14226,5673,13038,6786,12714,1874,18739,3541,2990,5322,6336,17006,7488,9626,8908,7536,16304,10178,16864,18288,9809.257049945523
Аминьевская,1749,БКЛ,7786,19078,18901,9485,5608,5864,4708,19887,8812,8068,13780,14207,1394,11524,11956,2634,12753,18234,13732,19990,4800,4041,11408,6580,3628,3886,10296,17226,18071,8782,7490,5719,11154,13091,1063,14649,7452,3361,19541,11348,15646,7211,10937,13018,12533,17878,9727,15683,13690,9275,16163,19714,9071,10220,3986,3606,17136,14977,17231,15590,19640,4430,15120,18810,7497,3526,3776,13840,8755,1125,8122,15610,3915,7934,10415,4908,12802,5812,14708,19161,9134,18651,7609,11414,1423,15931,19130,18156,19685,17368,2210,13406.838560186712
Давыдково,1749,БКЛ,7823,7093,5584,3400,4019,9230,11992,18096,11181,15914,17449,12733,13635,6725,17376,15041,1058,19793,2274,11862,18225,17881,1948,8089,18184,1542,1014,10050,6225,10860,10630,7928,16103,9017,12605,12823,11445,18761,4281,10984,15819,12925,12213,18684,4065,3451,4886,16491,16043,15270,1886,6523,12819,1717,15617,5172,8896,6711,16840,10385,17915,5224,19192,17940,19044,6029,10118,6351,3542,2136,16344,12516,3871,3896,3606,19976,4004,3267,10836,14057,18837,4033,13045,3480,3632,12558,18426,10064,3871,19145,8509,7003.229779730531
Кунцевская,1749,БКЛ,1204,12496,13838,2716,13400,1661,12685,16890,7832,6480,12915,5197,1503,5811,11171,9077,3784,4463,8581,2882,3649,13861,5165,16414,2559,11970,16711,4655,7933,4098,11441,2892,17347,3719,12198,8738,8964,1744,8877,6777,19360,8894,15232,2010,13276,6212,15201,15818,6122,9919,13936,18848,18477,15414,5982,3973,4143,7790,1823,10813,15835,15097,13985,9465,14240,11194,19694,2304,11137,2373,1282,13731,7723,16362,8429,1791,7177,8864,17508,10655,7406,12889,19262,17831,11838,6964,15717,15130,2137,9449,13152,8795.47464338199
Терехово,1749,БКЛ,9260,13056,5400,19024,13975,8397,9698,12293,7521,10555,13778,16254,18223,2891,16765,10823,14149,17992,3503,18836,9770,1648,14186,7382,16757,3863,1792,4049,19299,9382,13607,5555,13575,7212,12381,6911,5507,1420,14002,5718,16231,13032,5384,12263,6164,18470,1473,3605,1720,17062,4166,18091,13971,9014,12992,13101,19800,14812,13537,5971,16776,5978,5520,9800,5240,11070,10181,14988,16748,14458,18001,14780,14437,11408,8166,11745,2274,10464,3990,8160,17162,15930,9735,5405,9939,5043,13208,16553,15346,18263,13327,8801.77200836747
Марьина Роща,1749,БКЛ,10640,15385,13146,19836,12923,6500,15709,19830,15130,6571,7046,2756,15493,2813,8822,2153,19291,1733,13444,6621,6005,2282,10772,2260,7519,9895,2054,17793,9972,14271,3284,19839,8404,18977,7077,10370,5280,14231,18223,18362,7676,11176,15968,5178,12426,7043,11991,1669,7622,6474,7051,6443,15272,8532,12766,5466,10346,12650,4706,7359,7631,4738,10400,8340,18375,12245,3874,5705,17587,1343,18650,14505,19081,10873,10202,7204,3627,18691,16234,13482,4126,5569,4658,11903,13129,17875,9641,17279,15214,2971,19000,7158.548291516732
Рижская,1749,БКЛ,7807,15805,11936,3918,6313,2365,9294,8873,3104,14925,16045,15459,18999,3721,18535,11102,19333,8506,18098,9816,5368,15014,8437,11222,9928,3387,7968,1796,10266,17859,9458,8052,12428,3353,8452,14169,16979,16005,16895,12316,2451,15141,14739,11807,13055,18463,13743,8322,2774,9610,16813,1255,15190,1867,7617,3774,17061,18814,13357,12659,5141,6405,14616,6255,9326,12665,19153,2488,7338,11153,14918,7068,7546,4593,3257,17527,3763,9561,1835,13296,1548,12023,18080,16377,13568,10255,15546,15817,17740,11416,1113,7656.816353974987
Сокольники,1749,БКЛ,13283,10924,6687,12753,9726,7119,4452,12585,3530,19260,13118,11480,12668,12016,5296,14661,19696,15897,9566,8899,10915,11847,1142,8745,15523,8117,7360,13209,17190,1982,12219,3166,9317,7796,15706,14615,17996,3377,7287,18724,5703,11428,8376,19362,5319,1783,19209,7798,10368,18579,13671,15218,16831,12735,2086,4160,18524,3562,2518,6613,11062,18487,7119,16746,8331,7207,6848,2761,17918,9077,10337,1695,17187,4135,12281,17067,18730,15382,15344,9676,6528,12793,19114,11215,4543,18119,11975,11159,15008,1456,2735,16828.560711324382
Текстильщики,1749,БКЛ,13470,2705,1665,17442,9541,11906,17035,16077,7386,7231,2051,8307,2787,17373,10515,13208,11228,17196,11824,4889,6780,12237,6900,4015,13374,4063,1710,5396,17699,5654,7141,12484,3609,8388,4302,8690,18392,8660,18163,13238,3985,7764,11999,16325,14234,15787,5535,19466,1815,10827,18995,6569,4704,1245,15982,10201,13702,12734,19702,3982,6306,16655,19934,5701,13035,11404,9265,12189,12244,14787,1595,5195,10467,8764,17274,7173,13394,3559,11988,6758,4089,18476,8520,4195,15581,15749,8374,4403,1009,2632,8133,3655.355966469161
Печатники,1749,БКЛ,6203,14193,7309,4011,19386,11386,15021,13359,13082,7728,17014,2373,7927,16281,11831,1392,1525,15965,18271,3994,10917,9624,17175,4868,19286,1390,4665,5431,1724,3762,1239,5791,2447,6160,16872,1701,12390,2833,9579,6997,13670,10735,13672,13174,15620,4994,10995,7193,13236,5231,2624,1933,18804,5127,12300,6932,6394,13629,4869,5303,11812,13825,7175,2462,18940,7267,14289,8963,17119,9554,14626,4865,4389,14771,8032,17198,16364,7640,3324,12703,7581,8308,3852,13210,17654,1157,9749,7480,19837,18584,15531,9710.82887595033
Нагатинский Затон,1749,БКЛ,13871,7417,3137,19955,19053,17905,18299,19374,14246,15935,10458,4343,3875,5441,1930,7662,8862,19253,18651,14436,16091,17465,2659,4489,14714,1187,15770,7725,5070,8212,16129,9492,5443,10175,14429,11732,5382,7325,13218,13256,2077,10985,4036,18769,19055,13380,1994,9044,12281,18826,10227,4533,17079,15223,5052,18548,15168,2803,1114,12781,8063,17707,1797,13482,4496,14927,9498,4971,13887,6218,11051,6972,5266,16268,8129,2518,15365,11668,17883,18589,14968,9036,16523,9758,5102,14992,7935,5763,17069,5984,10771,7950.85820317935
Кленовый бульвар,1749,БКЛ,9113,13384,6204,12923,14045,17103,6071,3393,15920,3076,7784,5178,8754,12808,19080,3236,11674,7008,14784,10155,7901,13462,5509,18356,9347,4137,19300,15774,13451,16124,18358,2730,18475,3610,19074,5796,10597,10931,13305,10173,2478,9052,18703,19546,6079,9198,10149,14131,11268,10237,16430,10615,11149,19348,1305,13827,6731,12595,19969,3802,16833,7664,11435,14941,18312,2903,6889,2077,1968,11458,9543,10056,3691,12439,8243,4839,7661,5415,16062,11075,1902,13459,9534,7924,9143,8085,2128,19799,16497,3465,5191,2636.8123277713385
Варшавская,1749,БКЛ,17214,14209,4705,7987,15187,3420,13033,17478,5725,1949,14002,2077,11407,8129,14619,8282,7001,12356,14635,17460,18073,8033,7860,10034,7406,10056,7950,1329,5919,16160,13496,15496,11302,14737,7996,7315,11315,1416,15329,18567,2295,17700,19299,11008,1629,19876,4505,4431,3481,15119,6833,13575,11139,7549,18128,16965,5555,16677,3508,11800,12606,6905,14365,4249,4858,11825,14732,3102,3669,10903,8443,13589,16563,6490,16064,2197,7621,4047,10178,17184,6290,11724,13193,6192,1610,10142,7566,16364,2480,10161,15409,14941.573565714478
Каширская,1749,БКЛ,19754,4042,10024,6622,13532,13841,9104,17551,8556,15133,6388,18469,15082,17310,9692,7939,6153,13546,15917,4934,1954,19387,7267,9820,11392,13044,8183,9637,18145,8486,8822,10135,9898,4450,17887,3123,19807,5597,12011,3006,8954,19230,19878,12055,5072,3708,19228,1350,12537,1239,10034,13939,19500,8859,14132,3695,3119,16200,18201,6208,17998,4541,10567,3715,8169,15734,7174,17138,18231,18105,7661,11526,9489,10530,12138,7750,18305,11297,10645,12295,6582,2217,16905,3684,5671,11547,17613,14439,17518,15719,15384,14559.40769252474
Нижегородская,1749,БКЛ,11046,4543,7862,15563,5520,17385,12255,5287,4037,19789,1639,5924,17572,13946,1718,11473,12367,11426,10412,9755,6595,17336,19156,4456,6529,1799,18115,1442,9069,15051,19225,10382,17198,17036,16496,7613,11326,11359,7876,12668,7167,18410,6241,5869,14428,13647,4861,11673,6200,6860,10353,10709,14219,7525,9672,5285,13523,19725,16955,13965,2696,5952,15143,1342,13814,3160,9204,8028,7005,14698,16600,14475,4886,12969,13420,14293,4904,17708,18849,15145,8877,19889,16201,17913,1655,19821,6000,2865,2793,3265,1525,4131.7990764851465
Пыхтино,1691,СОЛНЦЕВСКАЯ ЛИН.,8035,10988,14040,12439,13075,17296,15707,4353,8472,10620,11902,17695,6495,19670,18901,18023,10066,8293,19528,15971,15415,8593,16728,15161,11450,5433,4060,10922,9550,7394,15249,1256,10063,12506,13129,18983,12382,14428,11332,10437,3291,4671,8597,16352,2951,16606,16339,12131,4181,14966,5410,9326,3646,16490,16598,15051,8762,10891,7817,13565,18016,15908,13160,2226,14683,8239,17405,17251,3027,17884,8539,9174,14152,16959,6466,6809,10694,10375,5362,9379,7988,7095,10249,3981,16549,1628,13114,16827,13176,18903,16045,8470.196197509687
Аэропорт Внуково,1691,СОЛНЦЕВСКАЯ ЛИН.,13950,17569,19801,13153,15277,12401,17815,9654,13783,18136,4371,15772,15646,5898,16033,4960,8813,1564,6982,15555,18339,7430,19049,1959,16003,10174,8970,19190,4457,1603,11636,10966,6463,4912,11907,2252,8353,13352,5982,13143,2216,8281,2578,11578,15749,8347,14820,1284,16451,14813,13377,11652,15282,18268,10655,4889,19679,14223,12085,15476,17131,4577,7090,13426,15284,12145,15429,12131,16180,11639,7705,1364,9474,9775,8891,6321,9085,12571,18791,13180,3694,1829,4608,13327,19943,6449,18352,5761,8656,13493,10257,15340.017480534787
Яхромская,18,ЛЮБЛИНСКАЯ,17189,14798,14759,16395,6341,2322,17980,12471,11994,3324,19092,9737,15624,5602,10737,18367,7765,19294,5365,16340,9434,16326,3105,7742,2173,18025,7953,3203,11791,11173,12806,3674,9489,11943,19251,7949,13017,17028,15414,7727,8124,9130,8652,5257,18799,10469,3319,6270,18160,19844,5897,8008,1605,4560,16320,1988,11426,9557,9646,4095,8678,19026,18482,4900,7266,15667,10280,10468,5546,1776,11435,11657,4666,19631,11248,8225,1628,5844,5502,13350,12108,9691,2056,17161,8856,5655,19023,3563,9180,12491,19663,9485.66223107271
Лианозово,18,ЛЮБЛИНСКАЯ,8603,16496,5616,8357,16304,17237,14071,17639,12740,16970,5591,11100,17855,2636,17071,2636,10642,9217,4520,2765,1834,19507,14792,5816,7088,18496,9314,10061,8412,16871,10319,15294,9487,13855,10881,10947,10556,8102,16756,1962,17942,2337,7370,12466,2645,13853,18725,9542,1817,17811,4815,11488,6829,14485,14402,10817,11238,6256,4048,7005,18496,2674,17179,18312,1215,18521,3905,6418,13357,8904,9517,9172,15458,5037,1836,8022,10956,11826,16821,7321,13961,17170,2921,1860,2118,5543,3349,9070,12203,2959,8499,17705.415787558144
Физтех,18,ЛЮБЛИНСКАЯ,5933,5997,3834,15037,2938,14147,17256,16336,10719,5688,7371,1986,16226,9089,12309,15344,15885,16510,15212,15455,11091,16009,16177,12877,17870,19372,7748,7834,17319,4557,13680,2854,4977,1851,6920,1138,1410,1812,10852,19401,16705,16039,5666,15293,16022,16768,12800,18442,18134,3579,1205,2639,3999,13155,15912,12320,17208,2169,10115,17897,4718,2340,8843,17953,14409,15742,8683,6462,5161,11495,9080,5331,6006,1800,6022,6042,11186,17521,7808,17320,19801,10223,11708,11540,11996,4115,4534,9822,9793,9897,2893,2511.7735991199943
